STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-TMIN-NORMAL,DLY-TMAX-NORMAL,MTD-PRCP-NORMAL
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100126,-43,152,47
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100127,-42,154,49
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100128,-41,156,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100129,-40,158,52
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100130,-38,160,54
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100131,-37,162,55
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100201,-35,164,1
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100202,-33,166,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100203,-31,169,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100204,-29,171,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100205,-27,173,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100206,-25,176,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100207,-22,178,10
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100208,-20,181,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100209,-17,183,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100210,-14,186,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100211,-11,188,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100212,-8,191,16
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100213,-5,194,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100214,-1,196,19
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100215,2,199,21
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100216,6,202,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100217,9,205,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100218,13,207,25
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100219,17,210,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100220,21,213,29
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100221,25,216,31
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100222,29,219,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100223,33,223,34
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100224,38,226,36
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100225,42,229,38
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100226,47,232,40
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100227,52,236,42
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100228,56,239,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100301,61,243,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100302,66,247,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100303,71,251,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100304,76,254,9
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100305,81,259,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100306,86,263,13
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100307,91,267,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100308,97,272,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100309,102,276,20
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100310,107,281,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100311,112,286,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100312,118,291,26
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100313,123,296,28
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100314,129,301,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100315,134,307,32
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100316,140,313,35
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100317,145,318,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100318,151,324,39
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100319,156,330,42
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100320,161,336,45
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100321,167,343,47
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100322,172,349,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100323,178,356,52
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100324,183,363,55
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100325,189,369,57
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100326,194,376,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100327,199,383,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100328,205,390,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100329,210,397,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100330,215,405,69
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100331,221,412,72
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100401,226,419,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100402,231,426,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100403,236,434,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100404,241,441,10
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100405,246,448,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100406,251,456,15
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100407,256,463,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100408,261,470,20
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100409,266,477,23
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100410,270,484,25
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100411,275,491,28
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100412,280,498,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100413,284,505,33
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100414,289,512,36
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100415,294,518,38
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100416,298,525,41
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100417,302,531,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100418,307,537,47
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100419,311,543,50
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100420,315,549,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100421,320,555,56
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100422,324,560,60
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100423,328,566,64
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100424,332,571,68
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100425,336,576,73
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100426,340,581,77
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100427,344,586,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100428,348,591,88
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100429,352,596,93
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100430,356,600,98
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100501,360,604,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100502,364,609,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100503,368,613,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100504,371,617,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100505,375,620,30
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100506,379,624,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100507,383,628,44
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100508,387,631,51
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100509,391,635,58
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100510,394,638,66
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100511,398,642,74
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100512,402,645,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100513,406,648,90
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100514,409,651,98
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100515,413,654,105
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100516,417,657,113
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100517,421,660,122
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100518,425,663,131
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100519,428,666,139
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100520,432,669,148
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100521,436,672,156
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100522,440,675,165
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100523,444,678,173
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100524,447,681,182
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100525,451,684,191
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100526,455,687,200
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100527,459,690,209
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100528,462,693,218
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100529,466,696,228
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100530,470,699,238
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100531,473,702,249
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100601,477,705,11
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100602,481,708,22
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100603,484,711,33
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100604,488,714,45
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100605,491,717,56
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100606,495,719,67
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100607,498,722,79
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100608,501,725,90
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100609,505,728,102
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100610,508,731,114
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100611,511,733,126
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100612,514,736,138
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100613,517,739,151
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100614,520,741,165
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100615,523,744,177
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100616,525,746,190
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100617,528,749,204
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100618,531,751,217
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100619,533,753,231
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100620,536,756,244
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100621,538,758,258
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100622,540,760,271
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100623,542,762,284
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100624,544,764,298
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100625,546,766,311
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100626,548,768,324
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100627,549,769,338
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100628,551,771,351
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100629,553,773,363
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100630,554,774,376
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100701,555,776,12
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100702,557,778,24
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100703,558,779,37
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100704,559,780,49
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100705,560,782,61
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100706,561,783,73
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100707,562,784,85
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100708,562,786,97
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100709,563,787,109
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100710,564,788,121
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100711,564,789,131
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100712,565,790,142
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100713,565,791,153
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100714,566,792,163
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100715,566,793,174
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100716,566,794,184
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100717,566,795,194
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100718,567,796,203
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100719,567,797,213
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100720,567,798,223
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100721,567,799,233
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100722,567,800,243
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100723,567,800,252
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100724,567,801,261
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100725,566,802,270
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100726,566,802,279
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100727,566,803,287
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100728,566,803,296
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100729,565,804,304
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100730,565,804,313
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100731,564,805,322
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100801,564,805,9
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100802,563,805,18
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100803,563,805,27
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100804,562,805,36
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100805,561,805,45
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100806,560,804,53
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100807,559,804,62
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100808,558,804,70
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100809,557,803,79
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100810,556,802,88
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100811,555,801,98
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100812,553,800,107
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100813,552,799,116
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100814,550,798,125
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100815,548,796,134
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100816,546,795,143
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100817,544,793,152
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100818,542,791,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100819,540,789,170
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100820,538,787,179
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100821,535,784,188
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100822,533,782,197
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100823,530,779,206
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100824,527,777,216
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100825,524,774,225
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100826,521,770,234
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100827,518,767,242
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100828,515,764,250
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100829,511,760,259
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100830,508,757,267
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100831,504,753,275
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100901,501,749,8
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100902,497,745,16
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100903,493,741,23
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100904,489,737,31
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100905,485,733,39
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100906,481,729,46
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100907,476,725,54
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100908,472,720,61
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100909,468,716,68
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100910,463,711,75
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100911,459,707,82
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100912,454,702,89
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100913,450,697,96
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100914,445,693,103
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100915,441,688,109
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100916,436,684,116
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100917,431,679,122
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100918,427,674,129
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100919,422,669,135
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100920,418,665,142
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100921,413,660,148
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100922,409,655,154
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100923,404,650,161
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100924,400,646,168
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100925,395,641,174
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100926,391,636,181
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100927,387,631,188
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100928,382,627,195
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100929,378,622,202
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20100930,374,617,208
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101001,370,612,7
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101002,366,607,13
